vessel_id,port_id,berth_id,arrival_time_hr,unload_start_hr,unload_end_hr,unloading_time_hr,waiting_time_hr
V00978,P006,4,6.23,6.98,13.32,6.34,0.75
V07661,P006,5,6.54,8.94,16.24,7.3,2.41
V01738,P006,1,13.95,13.95,14.48,0.53,0.0
V03592,P006,2,14.66,14.66,15.32,0.66,0.0
V01940,P006,4,8.66,13.32,20.5,7.18,4.66
V07531,P006,1,8.24,14.48,22.15,7.67,6.25
V08010,P006,3,6.95,14.86,24.33,9.47,7.91
V07903,P006,2,13.68,15.32,18.36,3.04,1.65
V05739,P006,5,6.26,16.24,27.87,11.63,9.98
V08034,P006,2,12.83,18.36,23.75,5.39,5.53
V03003,P006,4,13.4,20.5,25.74,5.24,7.1
V05174,P006,1,6.32,22.15,34.65,12.5,15.83
V02545,P006,2,11.01,23.75,32.51,8.76,12.74
V09213,P006,3,6.69,24.33,37.41,13.08,17.64
V08550,P006,4,15.76,25.74,30.44,4.7,9.98
V00702,P006,5,5.93,27.87,43.21,15.34,21.94
V00191,P006,4,8.3,30.44,43.43,12.99,22.15
V06947,P006,2,9.86,32.51,44.1,11.59,22.66
V05511,P006,1,14.91,34.65,41.3,6.65,19.74
V02081,P006,3,4.88,37.41,54.52,17.11,32.53
V02936,P006,1,10.78,41.3,52.57,11.27,30.52
V03213,P006,5,21.13,43.21,44.44,1.23,22.09
V02168,P006,4,10.13,43.43,55.79,12.36,33.3
V07127,P006,2,10.07,44.1,56.83,12.73,34.03
V03410,P006,5,3.72,44.44,63.75,19.31,40.73
V08097,P006,1,15.71,52.57,59.9,7.33,36.86
V03141,P006,3,19.66,54.52,58.18,3.66,34.86
V09013,P006,4,8.76,55.79,70.84,15.05,47.03
V00506,P006,2,15.05,56.83,66.92,10.09,41.78
V01891,P006,3,7.57,58.18,76.04,17.86,50.62
V03945,P006,1,12.41,59.9,73.09,13.19,47.5
V06856,P006,5,16.11,63.75,73.41,9.66,47.64
V06712,P006,2,20.94,66.92,71.76,4.84,45.98
V00378,P006,4,3.64,70.84,93.07,22.23,67.21
V01914,P006,2,18.07,71.76,79.67,7.91,53.7
V04474,P006,1,18.67,73.09,80.4,7.31,54.42
V02387,P006,5,21.68,73.41,77.73,4.32,51.73
V09811,P006,3,13.28,76.04,89.15,13.11,62.76
V05778,P006,5,9.82,77.73,94.76,17.03,67.92
V02659,P006,2,16.92,79.67,90.6,10.93,62.75
V09981,P006,1,19.41,80.4,89.46,9.06,60.99
V09789,P006,3,24.84,89.15,92.85,3.7,64.31
V01182,P006,1,18.74,89.46,99.49,10.03,70.72
V05506,P006,2,10.3,90.6,109.19,18.59,80.3
V07373,P006,3,17.62,92.85,104.39,11.54,75.24
V03853,P006,4,28.29,93.07,93.95,0.88,64.78
V01867,P006,4,10.14,93.95,113.06,19.11,83.81
V05536,P006,5,7.98,94.76,116.87,22.11,86.78
V08578,P006,1,13.75,99.49,116.05,16.56,85.74
V03604,P006,3,21.56,104.39,113.77,9.38,82.84
V01622,P006,2,7.34,109.19,132.9,23.71,101.86
V06235,P006,4,23.69,113.06,120.53,7.47,89.37
V05515,P006,3,11.34,113.77,133.72,19.95,102.43
V02481,P006,1,16.45,116.05,130.91,14.86,99.6
V09819,P006,5,30.02,116.87,118.41,1.54,86.85
V00182,P006,5,9.48,118.41,140.58,22.17,108.94
V08122,P006,4,30.49,120.53,121.94,1.41,90.05
V00103,P006,4,15.82,121.94,138.24,16.3,106.12
V09580,P006,1,23.45,130.91,139.63,8.72,107.46
V09220,P006,2,16.08,132.9,149.35,16.45,116.83
V01076,P006,3,29.2,133.72,137.08,3.36,104.52
V05625,P006,3,6.94,137.08,162.75,25.67,130.14
V07658,P006,4,32.1,138.24,138.84,0.6,106.14
V05404,P006,4,26.03,138.84,145.77,6.93,112.81
V04010,P006,1,6.14,139.63,166.48,26.85,133.5
V00647,P006,5,30.48,140.58,143.19,2.61,110.11
V04371,P006,5,11.3,143.19,165.37,22.18,131.9
V04087,P006,4,10.31,145.77,169.06,23.29,135.46
V05340,P006,2,5.05,149.35,178.02,28.67,144.3
V02930,P006,3,21.57,162.75,174.97,12.22,141.18
V08658,P006,5,13.44,165.37,185.78,20.41,151.93
V07382,P006,1,11.73,166.48,188.65,22.17,154.75
V03842,P006,4,5.45,169.06,197.56,28.5,163.61
V08572,P006,3,32.53,174.97,176.48,1.51,142.45
V05002,P006,3,26.53,176.48,184.18,7.7,149.96
V09333,P006,2,29.2,178.02,183.14,5.12,148.82
V02587,P006,2,10.31,183.14,207.48,24.34,172.83
V07902,P006,3,20.79,184.18,198.12,13.94,163.39
V05200,P006,5,20.93,185.78,199.69,13.91,164.86
V00896,P006,1,24.85,188.65,198.78,10.13,163.8
V08700,P006,4,30.85,197.56,202.15,4.59,166.71
V04108,P006,3,6.72,198.12,226.92,28.8,191.4
V01601,P006,1,17.32,198.78,217.08,18.3,181.46
V08675,P006,5,8.23,199.69,227.25,27.56,191.46
V02753,P006,4,29.56,202.15,208.45,6.3,172.59
V08089,P006,2,7.97,207.48,235.4,27.92,199.52
V04372,P006,4,24.21,208.45,220.44,11.99,184.24
V06032,P006,1,35.87,217.08,217.7,0.62,181.21
V02329,P006,1,30.72,217.7,223.75,6.05,186.98
V00016,P006,4,27.93,220.44,229.77,9.33,192.52
V05669,P006,1,7.36,223.75,253.82,30.07,216.4
V03389,P006,3,5.72,226.92,258.75,31.83,221.2
V08780,P006,5,17.84,227.25,247.09,19.84,209.42
V01809,P006,4,26.48,229.77,241.34,11.57,203.3
V09820,P006,2,21.0,235.4,252.96,17.56,214.41
V06114,P006,4,26.85,241.34,253.05,11.71,214.49
V08372,P006,5,26.14,247.09,259.82,12.73,220.96
V04717,P006,2,27.77,252.96,264.33,11.37,225.2
V03128,P006,4,7.57,253.05,284.82,31.77,245.48
V03974,P006,1,35.8,253.82,257.37,3.55,218.02
V04497,P006,1,26.17,257.37,270.71,13.34,231.21
V03821,P006,3,36.68,258.75,261.6,2.85,222.08
V08187,P006,5,31.17,259.82,268.44,8.62,228.65
V07624,P006,3,32.3,261.6,269.64,8.04,229.3
V04464,P006,2,20.71,264.33,284.02,19.69,243.62
V03593,P006,5,26.79,268.44,282.07,13.63,241.65
V02450,P006,3,31.16,269.64,279.02,9.38,238.49
V05690,P006,1,31.74,270.71,279.59,8.88,238.97
V00417,P006,3,17.75,279.02,301.97,22.95,261.27
V09229,P006,1,40.37,279.59,280.19,0.6,239.23
V05857,P006,1,8.41,280.19,312.93,32.74,271.78
V03773,P006,5,18.75,282.07,304.5,22.43,263.32
V07993,P006,2,39.39,284.02,285.93,1.91,244.63
V08150,P006,4,15.85,284.82,310.3,25.48,268.97
V04659,P006,2,19.89,285.93,307.44,21.51,266.04
V03172,P006,3,20.05,301.97,323.42,21.45,281.92
V03916,P006,5,22.96,304.5,323.21,18.71,281.55
V02505,P006,2,18.06,307.44,331.29,23.85,289.38
V05116,P006,4,33.34,310.3,318.92,8.62,276.96
V02514,P006,1,35.29,312.93,319.93,7.0,277.65
V08936,P006,4,34.95,318.92,326.27,7.35,283.97
V01876,P006,1,27.33,319.93,334.9,14.97,292.6
V08111,P006,5,35.78,323.21,329.75,6.54,287.44
V01242,P006,3,38.12,323.42,327.84,4.42,285.3
V01863,P006,4,10.71,326.27,358.21,31.94,315.56
V06489,P006,3,21.31,327.84,349.47,21.63,306.54
V08530,P006,5,38.34,329.75,334.37,4.62,291.41
V00769,P006,2,24.27,331.29,350.29,19.0,307.03
V05267,P006,5,32.47,334.37,345.17,10.8,301.9
V02172,P006,1,6.29,334.9,371.9,37.0,328.62
V00602,P006,5,30.45,345.17,358.07,12.9,314.73
V03054,P006,3,20.18,349.47,372.68,23.21,329.29
V00695,P006,2,7.42,350.29,386.58,36.29,342.88
V05708,P006,5,16.65,358.07,385.2,27.13,341.43
V09713,P006,4,20.77,358.21,381.33,23.12,337.44
V06525,P006,1,7.33,371.9,408.54,36.64,364.58
V01721,P006,3,18.19,372.68,398.5,25.82,354.49
V08363,P006,4,20.93,381.33,404.45,23.12,360.4
V08271,P006,5,38.32,385.2,391.07,5.87,346.89
V05416,P006,2,22.46,386.58,408.64,22.06,364.12
V01596,P006,5,31.78,391.07,403.93,12.86,359.3
V03182,P006,3,39.72,398.5,403.45,4.95,358.78
V03738,P006,3,38.14,403.45,410.14,6.69,365.31
V02641,P006,5,23.89,403.93,424.88,20.95,380.05
V09272,P006,4,23.52,404.45,425.86,21.41,380.93
V06105,P006,1,8.24,408.54,445.38,36.84,400.31
V07809,P006,2,24.67,408.64,429.32,20.68,383.98
V06008,P006,3,11.69,410.14,443.8,33.66,398.46
V04509,P006,5,27.69,424.88,442.6,17.72,397.2
V06810,P006,4,41.77,425.86,429.67,3.81,384.09
V06667,P006,2,21.3,429.32,453.91,24.59,408.02
V00336,P006,4,6.01,429.67,469.84,40.17,423.66
V09722,P006,5,42.75,442.6,446.16,3.56,399.86
V04872,P006,3,13.42,443.8,477.06,33.26,430.39
V05399,P006,1,26.59,445.38,465.68,20.3,418.8
V00624,P006,5,25.3,446.16,467.76,21.6,420.86
V09759,P006,2,13.8,453.91,487.33,33.42,440.11
V07037,P006,1,33.23,465.68,479.82,14.14,432.46
V01190,P006,5,41.98,467.76,473.93,6.17,425.79
V07105,P006,4,33.46,469.84,484.63,14.79,436.38
V00085,P006,5,41.81,473.93,480.83,6.9,432.12
V04444,P006,3,22.19,477.06,503.7,26.64,454.87
V02769,P006,1,44.55,479.82,484.58,4.76,435.27
V06874,P006,5,18.44,480.83,512.24,31.41,462.39
V06773,P006,1,38.72,484.58,495.95,11.37,445.86
V04987,P006,4,39.19,484.63,495.68,11.05,445.44
V00609,P006,2,27.76,487.33,510.06,22.73,459.57
V02093,P006,4,26.0,495.68,520.2,24.52,469.68
V06131,P006,1,22.99,495.95,523.5,27.55,472.97
V06820,P006,3,36.08,503.7,518.26,14.56,467.62
V00491,P006,2,43.14,510.06,517.64,7.58,466.92
V01238,P006,5,24.6,512.24,538.41,26.17,487.64
V00069,P006,2,8.67,517.64,560.02,42.38,508.97
V02327,P006,3,44.3,518.26,525.67,7.41,473.96
V05658,P006,4,39.64,520.2,532.52,12.32,480.56
V05270,P006,1,38.07,523.5,537.51,14.01,485.43
V03734,P006,3,27.91,525.67,550.09,24.42,497.76
V09069,P006,4,6.44,532.52,578.56,46.04,526.08
V07806,P006,1,11.17,537.51,578.84,41.33,526.35
V03368,P006,5,14.8,538.41,576.36,37.95,523.61
V02582,P006,3,43.73,550.09,559.17,9.08,506.36
V01703,P006,3,38.31,559.17,573.93,14.76,520.86
V07517,P006,2,17.84,560.02,595.53,35.51,542.19
V07072,P006,3,29.26,573.93,598.13,24.2,544.68
V07390,P006,5,40.17,576.36,589.77,13.41,536.2
V04589,P006,4,41.87,578.56,590.63,12.07,536.69
V05244,P006,1,43.17,578.84,589.67,10.83,535.67
V02256,P006,1,35.45,589.67,608.6,18.93,554.22
V01386,P006,5,25.46,589.77,618.85,29.08,564.31
V06181,P006,4,29.98,590.63,615.33,24.7,560.66
V04624,P006,2,34.87,595.53,615.37,19.84,560.66
V04652,P006,3,46.41,598.13,606.64,8.51,551.72
V08112,P006,3,37.39,606.64,624.32,17.68,569.25
V03001,P006,1,30.5,608.6,633.18,24.58,578.11
V02303,P006,4,42.31,615.33,628.3,12.97,573.02
V00225,P006,2,38.42,615.37,632.29,16.92,576.96
V03215,P006,5,33.24,618.85,641.03,22.18,585.62
V08063,P006,3,46.84,624.32,632.92,8.6,577.48
V07099,P006,4,21.5,628.3,662.58,34.28,606.8
V03629,P006,2,38.77,632.29,649.73,17.44,593.52
V06168,P006,3,43.88,632.92,645.38,12.46,589.04
V05579,P006,1,48.18,633.18,641.35,8.17,585.01
V00713,P006,5,23.55,641.03,673.97,32.94,617.48
V04941,P006,1,25.41,641.35,672.66,31.31,615.95
V05932,P006,3,28.41,645.38,673.72,28.34,616.97
V06758,P006,2,28.76,649.73,677.75,28.02,620.98
V03207,P006,4,50.17,662.58,669.37,6.79,612.42
V03652,P006,4,37.91,669.37,688.63,19.26,631.46
V05409,P006,1,29.13,672.66,700.91,28.25,643.54
V05696,P006,3,22.94,673.72,708.2,34.48,650.79
V06410,P006,5,45.05,673.97,686.38,12.41,628.92
V07211,P006,2,24.87,677.75,710.73,32.98,652.88
V02413,P006,5,48.01,686.38,696.41,10.03,638.37
V04352,P006,4,44.47,688.63,702.21,13.58,644.16
V09219,P006,5,50.84,696.41,703.7,7.29,645.58
V08525,P006,1,45.69,700.91,713.66,12.75,655.22
V07407,P006,4,56.97,702.21,703.98,1.77,645.24
V07050,P006,5,54.02,703.7,708.47,4.77,649.69
V04863,P006,4,12.3,703.98,750.68,46.7,691.69
V09022,P006,3,41.12,708.2,726.25,18.05,667.08
V06782,P006,5,35.27,708.47,732.52,24.05,673.21
V04718,P006,2,47.73,710.73,722.36,11.63,663.01
V07175,P006,1,16.96,713.66,756.23,42.57,696.7
V01533,P006,2,33.74,722.36,748.62,26.26,688.63
V06718,P006,3,41.62,726.25,744.88,18.63,684.64
V05153,P006,5,42.08,732.52,750.84,18.32,690.44
V06061,P006,3,33.6,744.88,771.71,26.83,711.28
V06285,P006,2,23.08,748.62,786.06,37.44,725.55
V03662,P006,4,46.03,750.68,765.48,14.8,704.66
V00628,P006,5,48.53,750.84,763.2,12.36,702.32
V09185,P006,1,32.74,756.23,784.54,28.31,723.49
V01974,P006,5,32.17,763.2,792.13,28.93,731.03
V00273,P006,4,40.25,765.48,786.52,21.04,725.24
V07999,P006,3,51.38,771.71,781.65,9.94,720.34
V09228,P006,3,60.88,781.65,782.29,0.64,720.78
V08781,P006,3,12.0,782.29,832.07,49.78,770.29
V07006,P006,1,19.08,784.54,827.26,42.72,765.46
V01728,P006,2,54.4,786.06,793.47,7.41,731.66
V06749,P006,4,50.36,786.52,798.09,11.57,736.16
V04756,P006,5,46.25,792.13,808.05,15.92,745.88
V09906,P006,2,28.98,793.47,827.25,33.78,764.49
V09488,P006,4,22.7,798.09,838.19,40.1,775.39
V07485,P006,5,20.55,808.05,850.68,42.63,787.5
V07553,P006,2,51.39,827.25,839.11,11.86,775.86
V06647,P006,1,42.8,827.26,847.9,20.64,784.46
V09275,P006,3,54.23,832.07,841.32,9.25,777.85
V06103,P006,4,22.87,838.19,879.04,40.85,815.32
V04695,P006,2,45.8,839.11,857.14,18.03,793.31
V08938,P006,3,42.16,841.32,863.02,21.7,799.17
V05831,P006,1,54.46,847.9,857.37,9.47,793.45
V00922,P006,5,31.94,850.68,882.89,32.21,818.74
V09253,P006,2,22.36,857.14,898.99,41.85,834.79
V07356,P006,1,57.07,857.37,864.69,7.32,800.3
V07047,P006,3,45.74,863.02,882.29,19.27,817.29
V09612,P006,1,32.76,864.69,897.0,32.31,831.94
V05443,P006,4,10.63,879.04,933.51,54.47,868.41
V05407,P006,3,51.44,882.29,896.12,13.83,830.85
V00163,P006,5,45.41,882.89,902.86,19.97,837.48
V04181,P006,3,49.3,896.12,912.8,16.68,846.82
V04259,P006,1,40.11,897.0,922.9,25.9,856.9
V04616,P006,2,16.72,898.99,948.53,49.54,882.28
V09864,P006,5,37.38,902.86,931.75,28.89,865.49
V02511,P006,3,8.5,912.8,970.66,57.86,904.3
V06052,P006,1,60.98,922.9,928.35,5.45,861.92
V08270,P006,1,42.28,928.35,952.82,24.47,886.07
V09680,P006,5,16.58,931.75,981.99,50.24,915.17
V09794,P006,4,34.71,933.51,965.95,32.44,898.81
V09362,P006,2,40.31,948.53,975.47,26.94,908.23
V00654,P006,1,48.35,952.82,971.89,19.07,904.47
V00288,P006,4,63.66,965.95,970.24,4.29,902.3
V02382,P006,4,55.19,970.24,983.4,13.16,915.05
V04453,P006,3,56.83,970.66,982.28,11.62,913.84
V01209,P006,1,37.98,971.89,1002.51,30.62,933.91
V00422,P006,2,56.55,975.47,987.6,12.13,918.93
V07092,P006,5,53.64,981.99,997.11,15.12,928.35
V00787,P006,3,56.1,982.28,995.02,12.74,926.18
V00389,P006,4,38.35,983.4,1013.97,30.57,945.05
V05874,P006,2,55.23,987.6,1001.4,13.8,932.37
V03948,P006,3,44.23,995.02,1019.86,24.84,950.8
V01816,P006,5,63.7,997.11,1002.69,5.58,933.42
V03828,P006,2,58.16,1001.4,1012.59,11.19,943.24
V07456,P006,1,64.99,1002.51,1006.99,4.48,937.53
V00845,P006,5,19.65,1002.69,1052.99,50.3,983.04
V07547,P006,1,42.09,1006.99,1035.03,28.04,964.91
V03550,P006,2,64.52,1012.59,1018.61,6.02,948.07
V08617,P006,4,65.3,1013.97,1019.66,5.69,948.67
V05400,P006,2,49.94,1018.61,1039.73,21.12,968.67
V09344,P006,4,40.16,1019.66,1051.81,32.15,979.5
V08219,P006,3,36.65,1019.86,1055.61,35.75,983.22
V04240,P006,1,35.61,1035.03,1071.85,36.82,999.43
V00832,P006,2,52.32,1039.73,1060.12,20.39,987.41
V08319,P006,4,47.93,1051.81,1076.99,25.18,1003.89
V03231,P006,5,67.25,1052.99,1058.97,5.98,985.74
V09878,P006,3,30.54,1055.61,1098.47,42.86,1025.08
V04380,P006,5,66.54,1058.97,1065.88,6.91,992.44
V08067,P006,2,47.58,1060.12,1086.21,26.09,1012.54
V06632,P006,5,10.96,1065.88,1128.78,62.9,1054.92
V03782,P006,1,45.3,1071.85,1100.49,28.64,1026.55
V08004,P006,4,50.24,1076.99,1100.9,23.91,1026.75
V09001,P006,2,70.1,1086.21,1090.33,4.12,1016.12
V08637,P006,2,49.2,1090.33,1115.47,25.14,1041.13
V08702,P006,3,41.74,1098.47,1131.35,32.88,1056.73
V08161,P006,1,56.19,1100.49,1118.93,18.44,1044.31
V06752,P006,4,35.26,1100.9,1140.43,39.53,1065.64
V02399,P006,2,43.12,1115.47,1147.17,31.7,1072.35
V06649,P006,1,72.91,1118.93,1120.91,1.98,1046.02
V07312,P006,1,34.0,1120.91,1161.88,40.97,1086.91
V04337,P006,5,38.77,1128.78,1165.37,36.59,1090.01
V02386,P006,3,56.52,1131.35,1150.45,19.1,1074.83
V02393,P006,4,27.17,1140.43,1189.16,48.73,1113.26
V09378,P006,2,27.54,1147.17,1195.78,48.61,1119.63
V01175,P006,3,31.72,1150.45,1195.03,44.58,1118.73
V08320,P006,1,52.21,1161.88,1186.14,24.26,1109.67
V03556,P006,5,47.52,1165.37,1194.39,29.02,1117.86
V03791,P006,1,22.86,1186.14,1239.95,53.81,1163.28
V08093,P006,4,64.5,1189.16,1201.45,12.29,1124.67
V00917,P006,5,35.15,1194.39,1236.24,41.85,1159.24
V01458,P006,3,58.12,1195.03,1213.97,18.94,1136.91
V04015,P006,2,57.57,1195.78,1215.35,19.57,1138.21
V02189,P006,4,52.22,1201.45,1226.8,25.35,1149.23
V03275,P006,3,46.14,1213.97,1245.5,31.53,1167.84
V01528,P006,2,17.97,1215.35,1275.5,60.15,1197.38
V01210,P006,4,74.64,1226.8,1230.29,3.49,1152.16
V03372,P006,4,54.7,1230.29,1253.81,23.52,1175.59
V07984,P006,5,25.37,1236.24,1289.24,53.0,1210.87
V07055,P006,1,35.14,1239.95,1283.19,43.24,1204.82
V00583,P006,3,36.26,1245.5,1287.73,42.23,1209.24
V07156,P006,4,65.79,1253.81,1266.62,12.81,1188.03
V09915,P006,4,55.76,1266.62,1289.52,22.9,1210.86
V02250,P006,2,8.64,1275.5,1345.73,70.23,1266.86
V06765,P006,1,41.21,1283.19,1320.92,37.73,1241.98
V05836,P006,3,38.22,1287.73,1328.82,41.09,1249.51
V03814,P006,5,61.7,1289.24,1306.88,17.64,1227.55
V03006,P006,4,47.54,1289.52,1321.44,31.92,1241.98
V07286,P006,5,35.36,1306.88,1351.01,44.13,1271.52
V08135,P006,1,53.21,1320.92,1347.21,26.29,1267.72
V08190,P006,4,19.67,1321.44,1381.4,59.96,1301.77
V08439,P006,3,46.83,1328.82,1361.67,32.85,1281.99
V02390,P006,2,63.23,1345.73,1362.2,16.47,1282.5
V04818,P006,1,63.48,1347.21,1363.71,16.5,1283.73
V01741,P006,5,67.77,1351.01,1363.39,12.38,1283.25
V01756,P006,3,54.17,1361.67,1387.84,26.17,1307.51
V04666,P006,2,46.19,1362.2,1396.57,34.37,1316.01
V05417,P006,5,40.38,1363.39,1403.69,40.3,1323.02
V09252,P006,1,48.0,1363.71,1396.56,32.85,1315.71
V09624,P006,4,38.44,1381.4,1424.04,42.64,1342.97
V00510,P006,3,63.3,1387.84,1405.83,17.99,1324.55
V00844,P006,1,80.96,1396.56,1397.31,0.75,1315.61
V05964,P006,2,69.62,1396.57,1408.82,12.25,1326.95
V07807,P006,1,70.35,1397.31,1409.79,12.48,1326.97
V03841,P006,5,59.74,1403.69,1426.8,23.11,1343.96
V07430,P006,3,58.14,1405.83,1430.73,24.9,1347.69
V02133,P006,2,50.78,1408.82,1441.14,32.32,1358.04
V02314,P006,1,59.64,1409.79,1433.31,23.52,1350.15
V02267,P006,4,76.61,1424.04,1430.83,6.79,1347.43
V00230,P006,5,57.91,1426.8,1452.38,25.58,1368.89
V04985,P006,3,31.35,1430.73,1483.03,52.3,1399.39
V08682,P006,4,44.9,1430.83,1469.98,39.15,1385.93
V02543,P006,1,40.35,1433.31,1477.94,44.63,1392.96
V00444,P006,2,19.19,1441.14,1506.95,65.81,1421.96
V08946,P006,5,39.64,1452.38,1498.3,45.92,1412.75
V03316,P006,4,76.52,1469.98,1479.35,9.37,1393.46
V07364,P006,1,83.83,1477.94,1480.33,2.39,1394.11
V09554,P006,4,47.03,1479.35,1518.55,39.2,1432.32
V02080,P006,1,41.97,1480.33,1524.78,44.45,1438.36
V04550,P006,3,45.97,1483.03,1523.61,40.58,1437.06
V09504,P006,5,70.67,1498.3,1514.52,16.22,1427.63
V00048,P006,2,72.81,1506.95,1521.17,14.22,1434.15
V07638,P006,5,64.14,1514.52,1537.54,23.02,1450.38
V04700,P006,4,56.34,1518.55,1549.64,31.09,1462.22
V01699,P006,2,46.92,1521.17,1561.71,40.54,1474.25
V00093,P006,3,59.62,1523.61,1551.47,27.86,1463.99
V04163,P006,1,32.42,1524.78,1580.23,55.45,1492.36
V05875,P006,5,30.32,1537.54,1595.62,58.08,1507.23
V09872,P006,4,61.91,1549.64,1576.5,26.86,1487.73
V00342,P006,3,31.95,1551.47,1608.4,56.93,1519.53
V05187,P006,2,49.84,1561.71,1600.84,39.13,1511.87
V02347,P006,4,70.59,1576.5,1594.92,18.42,1505.91
V05570,P006,1,69.34,1580.23,1600.04,19.81,1510.9
V02692,P006,4,34.13,1594.92,1650.06,55.14,1560.79
V08442,P006,5,25.3,1595.62,1660.33,64.71,1570.32
V05805,P006,1,28.41,1600.04,1661.69,61.65,1571.64
V03257,P006,2,80.99,1600.84,1610.02,9.18,1519.85
V09460,P006,3,42.3,1608.4,1656.67,48.27,1566.11
V09065,P006,2,65.78,1610.02,1635.28,25.26,1544.24
V00812,P006,2,45.7,1635.28,1680.65,45.37,1589.58
V04351,P006,4,85.57,1650.06,1655.64,5.58,1564.5
V00481,P006,4,56.79,1655.64,1690.21,34.57,1598.85
V06707,P006,3,43.86,1656.67,1704.17,47.5,1612.81
V04670,P006,5,53.0,1660.33,1699.57,39.24,1607.33
V06470,P006,1,70.37,1661.69,1684.6,22.91,1591.32
V04778,P006,2,44.32,1680.65,1730.41,49.76,1636.34
V04223,P006,1,63.36,1684.6,1715.47,30.87,1621.25
V02290,P006,4,31.01,1690.21,1753.51,63.3,1659.2
V05917,P006,5,87.15,1699.57,1706.78,7.21,1612.42
V00432,P006,3,90.69,1704.17,1707.91,3.74,1613.48
V02773,P006,5,81.88,1706.78,1719.6,12.82,1624.91
V05126,P006,3,55.27,1707.91,1747.34,39.43,1652.64
V01443,P006,1,64.54,1715.47,1746.31,30.84,1650.93
V07112,P006,5,53.9,1719.6,1761.32,41.72,1665.7
V07454,P006,2,70.87,1730.41,1755.52,25.11,1659.54
V03617,P006,1,64.59,1746.31,1778.27,31.96,1681.72
V03445,P006,3,89.91,1747.34,1753.99,6.65,1657.43
V08240,P006,4,14.8,1753.51,1836.54,83.03,1738.72
V01472,P006,3,69.58,1753.99,1783.23,29.24,1684.42
V05189,P006,2,89.48,1755.52,1765.02,9.5,1666.05
V01308,P006,5,86.31,1761.32,1774.02,12.7,1675.02
V07953,P006,2,74.28,1765.02,1789.81,24.79,1690.75
V04150,P006,5,80.63,1774.02,1792.68,18.66,1693.39
V03387,P006,1,15.95,1778.27,1862.43,84.16,1762.32
V03893,P006,3,58.52,1783.23,1824.91,41.68,1724.72
V08719,P006,2,80.47,1789.81,1809.88,20.07,1709.34
V05460,P006,5,61.36,1792.68,1832.34,39.66,1731.32
V01004,P006,2,62.49,1809.88,1848.44,38.56,1747.39
V06665,P006,3,83.38,1824.91,1842.68,17.77,1741.54
V08096,P006,5,59.04,1832.34,1874.74,42.4,1773.3
V02345,P006,4,64.52,1836.54,1873.73,37.19,1772.02
V05218,P006,3,84.95,1842.68,1859.78,17.1,1757.74
V02160,P006,2,77.3,1848.44,1873.31,24.87,1771.14
V03335,P006,3,66.02,1859.78,1896.03,36.25,1793.77
V04909,P006,1,95.74,1862.43,1869.5,7.07,1766.7
V01637,P006,1,24.82,1869.5,1947.8,78.3,1844.68
V09204,P006,2,62.96,1873.31,1914.0,40.69,1810.35
V08600,P006,4,57.05,1873.73,1920.72,46.99,1816.68
V05688,P006,5,101.48,1874.74,1877.83,3.09,1773.27
V06265,P006,5,84.58,1877.83,1898.5,20.67,1793.25
V01335,P006,3,99.89,1896.03,1904.55,8.52,1796.15
V07137,P006,5,55.68,1898.5,1951.3,52.8,1842.82
V01066,P006,3,86.1,1904.55,1927.1,22.55,1818.46
V08148,P006,2,76.15,1914.0,1946.65,32.65,1837.86
V06642,P006,4,66.92,1920.72,1962.69,41.97,1853.81
V04617,P006,3,73.91,1927.1,1962.34,35.24,1853.19
V01052,P006,2,59.28,1946.65,1997.16,50.51,1887.37
V08649,P006,1,76.67,1947.8,1981.24,33.44,1871.14
V08506,P006,5,40.57,1951.3,2021.1,69.8,1910.74
V04586,P006,3,76.2,1962.34,1996.6,34.26,1886.14
V00377,P006,4,83.76,1962.69,1989.4,26.71,1878.93
V01730,P006,1,70.19,1981.24,2021.7,40.46,1911.06
V01532,P006,4,73.04,1989.4,2027.01,37.61,1916.36
V05766,P006,3,75.01,1996.6,2033.08,36.48,1921.59
V05730,P006,2,86.37,1997.16,2022.67,25.51,1910.8
V04002,P006,5,94.01,2021.1,2039.12,18.02,1927.09
V02939,P006,1,96.67,2021.7,2037.24,15.54,1925.03
V09875,P006,2,54.13,2022.67,2080.91,58.24,1968.54
V05821,P006,4,100.73,2027.01,2040.32,13.31,1926.28
V02821,P006,3,96.01,2033.08,2051.48,18.4,1937.08
V07357,P006,1,83.83,2037.24,2069.76,32.52,1953.41
V05402,P006,5,100.98,2039.12,2056.28,17.16,1938.15
V01518,P006,4,95.5,2040.32,2064.65,24.33,1944.82
V06818,P006,3,112.46,2051.48,2059.13,7.65,1939.02
V07199,P006,5,105.43,2056.28,2071.28,15.0,1950.86
V09071,P006,3,89.12,2059.13,2090.76,31.63,1970.02
V08509,P006,4,106.54,2064.65,2079.07,14.42,1958.12
V00530,P006,1,110.99,2069.76,2079.75,9.99,1958.77
V03475,P006,5,59.44,2071.28,2134.14,62.86,2011.85
V05159,P006,4,44.66,2079.07,2156.9,77.83,2034.41
V00646,P006,1,106.41,2079.75,2095.93,16.18,1973.35
V05651,P006,2,97.38,2080.91,2107.47,26.56,1983.53
V05185,P006,3,102.52,2090.76,2112.21,21.45,1988.25
V06823,P006,1,93.45,2095.93,2127.7,31.77,2002.49
V05804,P006,2,57.64,2107.47,2175.24,67.77,2049.83
V06908,P006,3,96.61,2112.21,2141.2,28.99,2015.6
