vessel_id,vessel_type,cargo_quantity_tons,port_efficiency,plant_priority,unloading_time_hours
V03189,Container,26247.931039707586,Low,Low,30.19
V03190,Container,18558.495767238917,Low,High,15.77
V03191,Container,43732.87716650636,Low,Low,50.29
V03192,Bulk Carrier,20052.018392177106,Low,Low,27.67
V03193,Tanker,17082.924212905942,High,High,7.74
V03194,Cargo,10760.48486621191,Medium,High,11.43
V03195,Container,19200.942783515868,Medium,Low,18.4
V03196,Bulk Carrier,16175.875622837837,Low,Low,22.32
V03197,Bulk Carrier,34026.54598525798,High,High,23.14
V03198,Cargo,14834.343881200992,Low,Medium,22.25
V03199,Cargo,29071.38744791679,High,Medium,29.07
V03200,Bulk Carrier,3761.6621690826487,High,Low,3.46
V03201,Tanker,9968.81325647746,Medium,Low,7.64
V03202,Cargo,20666.560944761764,Medium,Low,29.71
V03203,Bulk Carrier,46878.98806848042,High,High,31.88
V03204,Cargo,19173.973292926923,Medium,Low,27.56
V03205,Tanker,33371.66899939179,High,Low,20.47
V03206,Container,13126.817509859207,High,Low,10.06
V03207,Cargo,6788.162010674971,High,Medium,6.79
V03208,Tanker,3397.5617039624813,Medium,Low,2.6
V03209,Bulk Carrier,15617.968177866192,Low,Low,21.55
V03210,Cargo,8304.220826446945,Medium,High,8.82
V03211,Cargo,9113.517176798148,Low,Medium,13.67
V03212,Bulk Carrier,38157.58576515403,Medium,High,32.43
V03213,Container,1283.9845117712737,Medium,Low,1.23
V03214,Bulk Carrier,28111.601223904003,Low,Low,38.79
V03215,Cargo,19283.338339376507,High,Low,22.18
V03216,Bulk Carrier,25574.224995473087,Low,Low,35.29
V03217,Tanker,28360.096742122845,High,Low,17.39
V03218,Bulk Carrier,16011.70087563527,High,High,10.89
V03219,Cargo,15107.888579122122,Medium,Low,21.72
V03220,Bulk Carrier,36803.391542077836,Medium,Low,42.32
V03221,Container,43628.21091199728,Medium,Medium,36.36
V03222,Bulk Carrier,10032.79080669713,Medium,Medium,10.03
V03223,Container,5332.128646489873,Medium,Low,5.11
V03224,Tanker,44940.89241640528,Low,Low,41.35
V03225,Container,17819.825450546232,Low,Low,20.49
V03226,Bulk Carrier,27790.2108378093,Low,Low,38.35
V03227,Cargo,18297.38565374017,Low,Low,31.56
V03228,Container,6727.21564912954,Medium,Low,6.45
V03229,Tanker,29671.91642491254,Low,High,20.18
V03230,Container,26494.472162596667,Low,High,22.52
V03231,Container,10548.181179964262,High,High,5.98
V03232,Container,22867.517710287753,Medium,Medium,19.06
V03233,Tanker,39948.90144877447,Low,Low,36.75
V03234,Bulk Carrier,29726.092103840623,Low,Medium,35.67
V03235,Container,5297.407689816245,Low,Medium,5.3
V03236,Container,27627.064112842185,Medium,Medium,23.02
V03237,Cargo,35285.54581483455,Low,High,44.99
V03238,Tanker,39738.818586147194,High,Low,24.37
V03239,Container,31641.320142396205,Medium,Low,30.32
V03240,Tanker,8056.579144768795,High,Medium,4.3
V03241,Container,35653.57669621296,Medium,High,25.25
V03242,Bulk Carrier,34028.42138103506,Low,Medium,40.83
V03243,Bulk Carrier,1709.1307055613445,Medium,Medium,1.71
V03244,Container,20881.509545717036,Medium,Low,20.01
V03245,Bulk Carrier,16981.03722463748,Medium,High,14.43
V03246,Container,33635.89718055535,High,Low,25.79
V03247,Bulk Carrier,11198.722709390575,Medium,Medium,11.2
V03248,Cargo,29748.160187225796,Low,Low,51.32
V03249,Cargo,45703.695109801534,Medium,Medium,57.13
V03250,Cargo,39991.21742432608,Medium,High,42.49
V03251,Tanker,46112.15794271825,Low,Low,42.42
V03252,Tanker,48936.04536316815,Low,Low,45.02
V03253,Cargo,1028.171286805057,High,Low,1.18
V03254,Tanker,31325.69318068514,Low,Low,28.82
V03255,Bulk Carrier,20935.550189065867,Low,Low,28.89
V03256,Container,43062.797271588526,Low,High,36.6
V03257,Container,12964.827749452019,Medium,High,9.18
V03258,Container,49060.95971119627,High,Low,37.61
V03259,Cargo,30878.54449241549,Low,Medium,46.32
V03260,Tanker,39780.10141032713,Low,Medium,31.82
V03261,Bulk Carrier,4737.177864727032,Low,Low,6.54
V03262,Bulk Carrier,9581.16529556382,Medium,Low,11.02
V03263,Cargo,38040.98181519306,Medium,High,40.42
V03264,Bulk Carrier,1588.3328409465187,High,High,1.08
V03265,Bulk Carrier,40935.46030174225,High,Low,37.66
V03266,Bulk Carrier,1190.476425249617,Medium,Low,1.37
V03267,Bulk Carrier,33027.38253353303,Low,Medium,39.63
V03268,Tanker,18572.14905147439,Low,High,12.63
V03269,Bulk Carrier,30768.995209600358,High,Low,28.31
V03270,Container,34953.55464596113,Low,High,29.71
V03271,Cargo,17452.523349722058,Medium,Low,25.09
V03272,Tanker,5844.1411814863595,High,Low,3.58
V03273,Bulk Carrier,3947.4704535391493,Medium,Low,4.54
V03274,Tanker,29652.33311684612,Medium,Low,22.73
V03275,Bulk Carrier,26272.44000983852,Low,Medium,31.53
V03276,Container,37238.94995149606,Medium,Low,35.69
V03277,Cargo,25731.907745194887,Medium,Medium,32.16
V03278,Bulk Carrier,21411.066606528515,Low,Medium,25.69
V03279,Bulk Carrier,20205.315322693426,Medium,Low,23.24
V03280,Bulk Carrier,1809.1216785845395,Low,High,1.85
V03281,Bulk Carrier,17110.08148398453,Medium,High,14.54
V03282,Cargo,48812.99779746246,Low,Low,84.2
V03283,Cargo,43741.0010232409,Low,Low,75.45
V03284,Container,16804.214318193775,High,Low,12.88
V03285,Cargo,29595.87255078542,Medium,High,31.45
V03286,Bulk Carrier,42441.18890400695,Medium,High,36.08
V03287,Container,22343.079669128398,High,Low,17.13
V03288,Container,1388.9142556324725,Low,High,1.18
V03289,Container,4188.267860022684,Low,Medium,4.19
V03290,Bulk Carrier,25764.43970676098,High,High,17.52
V03291,Tanker,48487.24909595598,High,High,21.98
V03292,Bulk Carrier,34813.87233983396,Low,Low,48.04
V03293,Cargo,4010.351476209192,Low,Medium,6.02
V03294,Cargo,9873.363351697208,High,Low,11.35
V03295,Bulk Carrier,38680.49558923407,Medium,High,32.88
V03296,Bulk Carrier,42151.268117834115,Low,Medium,50.58
V03297,Container,31075.882016335247,High,Low,23.82
V03298,Bulk Carrier,32398.946896675923,Medium,High,27.54
V03299,Container,1902.7037939775398,Medium,Medium,1.59
V03300,Cargo,41512.24784928467,Medium,Low,59.67
V03301,Container,39519.62280445607,Medium,Medium,32.93
V03302,Bulk Carrier,13322.239633115685,High,High,9.06
V03303,Cargo,35579.497638292596,Low,Low,61.37
V03304,Tanker,11135.303018037406,Medium,High,6.31
V03305,Container,2496.342972049893,Medium,Medium,2.08
V03306,Cargo,10456.258858223675,High,High,8.89
V03307,Container,9342.129399337826,Medium,Medium,7.79
V03308,Cargo,17218.52583837494,High,Low,19.8
V03309,Cargo,21213.250110185174,High,High,18.03
V03310,Container,25672.675129136544,Low,Low,29.52
V03311,Tanker,24099.316837662245,Medium,Low,18.48
V03312,Cargo,13898.392995281823,Low,Low,23.97
V03313,Cargo,1943.948094416686,High,Low,2.24
V03314,Cargo,30452.53030073896,Medium,High,32.36
V03315,Tanker,20089.36907744404,High,High,9.11
V03316,Tanker,15284.27179068371,High,Low,9.37
V03317,Bulk Carrier,43413.58162011036,High,Low,39.94
V03318,Container,37463.79373600891,Medium,Medium,31.22
V03319,Tanker,42959.39464443589,High,Low,26.35
V03320,Container,25001.64833826682,High,Medium,16.67
V03321,Bulk Carrier,6981.096980275485,Medium,Medium,6.98
V03322,Container,34962.96108800299,Low,Low,40.21
V03323,Tanker,10700.652106890175,High,High,4.85
V03324,Container,22340.868620039982,Low,Medium,22.34
V03325,Tanker,3717.5390529699807,Low,High,2.53
V03326,Container,41352.76591993763,Low,Low,47.56
V03327,Tanker,6734.061731851279,Low,Low,6.2
V03328,Tanker,45203.32659894083,Low,Low,41.59
V03329,Container,43279.41481194708,Low,Low,49.77
V03330,Bulk Carrier,23496.84683974268,Medium,Medium,23.5
V03331,Cargo,37346.22611304754,Medium,Medium,46.68
V03332,Bulk Carrier,31162.53115399859,Low,High,31.79
V03333,Container,40252.244295718374,Medium,High,28.51
V03334,Bulk Carrier,21874.35248890265,Medium,Medium,21.87
V03335,Tanker,39397.51997009532,Low,Low,36.25
V03336,Cargo,23391.612444724826,Low,High,29.82
V03337,Container,47077.80649821829,High,Medium,31.39
V03338,Container,24575.418990844806,Medium,High,17.41
V03339,Container,23399.653960719614,Low,Medium,23.4
V03340,Cargo,39361.057147393876,Medium,Low,56.58
V03341,Tanker,41168.09574216148,Medium,Medium,27.45
V03342,Container,27947.211158897953,Medium,High,19.8
V03343,Bulk Carrier,9399.991768006232,High,Medium,7.52
V03344,Container,23654.032432400185,Low,High,20.11
V03345,Container,48419.58889402908,Medium,High,34.3
V03346,Container,37772.81655543966,Low,High,32.11
V03347,Container,40652.54889201705,Medium,Low,38.96
V03348,Tanker,2124.8621915523863,Low,Low,1.95
V03349,Bulk Carrier,23659.043400390914,Low,Medium,28.39
V03350,Tanker,32507.74611604899,Low,Medium,26.01
V03351,Bulk Carrier,41586.6178395897,Medium,High,35.35
V03352,Container,2939.045852347188,High,Low,2.25
V03353,Cargo,42695.72483927272,Low,Medium,64.04
V03354,Tanker,27645.84636872463,High,Medium,14.74
V03355,Cargo,10267.041543514966,Low,Low,17.71
V03356,Tanker,16204.13321426015,High,High,7.35
V03357,Container,14455.512811702258,Low,Medium,14.46
V03358,Tanker,26777.52219727955,High,High,12.14
V03359,Container,3058.441155601025,Low,Low,3.52
V03360,Tanker,8347.539845746214,Low,Low,7.68
V03361,Container,40728.30564710123,High,Medium,27.15
V03362,Container,7063.897541967148,Low,Medium,7.06
V03363,Bulk Carrier,12053.115338177286,Medium,Low,13.86
V03364,Container,22941.844977405788,Low,High,19.5
V03365,Bulk Carrier,26097.483961609858,Low,High,26.62
V03366,Container,38298.718740900855,Medium,Low,36.7
V03367,Cargo,22642.955119976294,Medium,Medium,28.3
V03368,Container,39598.29874125917,Medium,Low,37.95
V03369,Cargo,31108.142198750145,High,Medium,31.11
V03370,Cargo,6098.437101479211,Medium,High,6.48
V03371,Container,8238.40620044551,High,Medium,5.49
V03372,Cargo,22133.169409763654,Medium,High,23.52
V03373,Bulk Carrier,20146.02495790746,High,Low,18.53
V03374,Tanker,37305.44134704608,Medium,Medium,24.87
V03375,Container,29246.48841996892,Medium,High,20.72
V03376,Cargo,19712.58750961134,Low,Medium,29.57
V03377,Container,8952.634030794088,Medium,High,6.34
V03378,Bulk Carrier,11728.43656511201,Low,High,11.96
V03379,Container,28987.300414218418,Medium,Low,27.78
V03380,Container,21460.220842539726,Medium,Low,20.57
V03381,Cargo,25988.911688603268,Low,Medium,38.98
V03382,Bulk Carrier,8948.533047460567,Low,High,9.13
V03383,Tanker,33313.859491056006,High,Low,20.43
V03384,Tanker,42700.66767237037,Low,Medium,34.16
V03385,Cargo,13268.00558595158,High,Low,15.26
V03386,Container,24829.954178675416,Medium,Medium,20.69
V03387,Cargo,48788.60278653464,Low,Low,84.16
V03388,Cargo,16995.466157261017,Low,Low,29.32
V03389,Cargo,29954.794073726178,Medium,High,31.83
V03390,Container,4964.687159912096,Medium,High,3.52
V03391,Bulk Carrier,30497.742622732436,Medium,Low,35.07
V03392,Cargo,4936.772778578586,Medium,High,5.25
V03393,Container,47982.15404852919,Low,Low,55.18
V03394,Bulk Carrier,35925.30127757941,Medium,Medium,35.93
V03395,Cargo,39513.909512717466,Medium,Low,56.8
V03396,Tanker,35353.16585819602,Low,Low,32.52
V03397,Bulk Carrier,29691.587285785055,High,Medium,23.75
V03398,Cargo,22770.682663732514,Low,Medium,34.16
V03399,Bulk Carrier,42989.48229817259,High,High,29.23
V03400,Bulk Carrier,47863.365543381624,Medium,Medium,47.86
V03401,Bulk Carrier,25202.290558752025,Low,High,25.71
V03402,Bulk Carrier,46610.98493318547,Medium,Low,53.6
V03403,Bulk Carrier,29374.979044431617,Low,Medium,35.25
V03404,Bulk Carrier,27150.017251373443,High,Low,24.98
V03405,Cargo,22996.895281290155,Low,High,29.32
V03406,Tanker,10859.744195740932,Medium,Medium,7.24
V03407,Container,684.12321049393,Low,High,0.58
V03408,Bulk Carrier,12454.558229375032,Medium,High,10.59
V03409,Container,25731.296994376477,Low,Medium,25.73
V03410,Cargo,19308.017636857752,High,Medium,19.31
V03411,Bulk Carrier,22700.01878613037,Low,High,23.15
V03412,Tanker,49042.086868420454,Low,Medium,39.23
V03413,Container,17838.482348131714,Low,High,15.16
V03414,Bulk Carrier,22883.055498325342,Low,Low,31.58
V03415,Cargo,7109.019791964568,High,Low,8.18
V03416,Tanker,2873.9077556308885,Medium,Medium,1.92
V03417,Container,38882.770972328486,Low,Medium,38.88
V03418,Container,28748.81716606294,Low,Low,33.06
V03419,Bulk Carrier,38154.887899172805,Low,High,38.92
V03420,Tanker,7918.208544884305,High,High,3.59
V03421,Tanker,28805.524173543203,Medium,High,16.32
V03422,Tanker,13055.30247989809,Medium,Medium,8.7
V03423,Tanker,11789.059936550986,Low,High,8.02
V03424,Cargo,1070.5376956227701,Low,Medium,1.61
V03425,Tanker,6951.865816669058,Medium,Medium,4.63
V03426,Container,15808.77151923492,Low,Medium,15.81
V03427,Container,6285.498649251483,Low,Low,7.23
V03428,Cargo,49299.99280034141,Low,High,62.86
V03429,Container,15777.316101935558,High,Medium,10.52
V03430,Container,6951.0353617652445,High,High,3.94
V03431,Tanker,10354.574484983908,Medium,Low,7.94
V03432,Container,29591.309802903084,High,High,16.77
V03433,Cargo,3670.1544313070312,High,Low,4.22
V03434,Tanker,43190.489441987265,Medium,Medium,28.79
V03435,Bulk Carrier,48094.23412223879,High,Medium,38.48
V03436,Tanker,12713.997323035353,Medium,Low,9.75
V03437,Cargo,22779.71579524754,Low,Medium,34.17
V03438,Tanker,1595.655325960105,Medium,High,0.9
V03439,Tanker,32215.156123997465,Medium,High,18.26
V03440,Cargo,20989.33987360315,Medium,Low,30.17
V03441,Tanker,13867.894072027007,Low,High,9.43
V03442,Cargo,10738.43697552212,Low,Medium,16.11
V03443,Cargo,32874.14234410864,Low,Medium,49.31
V03444,Bulk Carrier,21102.743036099564,Medium,Medium,21.1
V03445,Container,9393.134806980644,Medium,High,6.65
V03446,Container,34610.89953359779,Medium,Medium,28.84
V03447,Tanker,28471.078010316334,Medium,High,16.13
V03448,Tanker,43004.26671901006,Medium,Low,32.97
V03449,Bulk Carrier,6315.056994386398,Medium,Medium,6.32
V03450,Bulk Carrier,39390.496796250576,Medium,Low,45.3
V03451,Bulk Carrier,33839.08094745432,High,High,23.01
V03452,Cargo,6193.041372990842,Low,High,7.9
V03453,Bulk Carrier,34893.626128650176,High,Low,32.1
V03454,Bulk Carrier,22356.590799551606,Low,Medium,26.83
V03455,Tanker,47276.74688501423,Medium,Medium,31.52
V03456,Bulk Carrier,7509.761855586016,High,Medium,6.01
V03457,Cargo,32320.25284537903,Medium,Low,46.46
V03458,Cargo,19408.012250415824,High,High,16.5
V03459,Tanker,47862.326194248446,High,Low,29.36
V03460,Bulk Carrier,16833.757316868687,Medium,High,14.31
V03461,Bulk Carrier,48128.20251984411,High,Medium,38.5
V03462,Cargo,45123.54962948708,High,Medium,45.12
V03463,Bulk Carrier,13883.970147877488,Low,High,14.16
V03464,Bulk Carrier,40275.31795290817,Medium,Medium,40.28
V03465,Bulk Carrier,49782.407989273546,Medium,Low,57.25
V03466,Container,13006.818607478475,High,High,7.37
V03467,Tanker,22120.469881504323,Medium,Medium,14.75
V03468,Container,26248.946460054605,Low,Medium,26.25
V03469,Tanker,15099.091222291283,Low,Medium,12.08
V03470,Cargo,1255.609562478473,Medium,Medium,1.57
V03471,Bulk Carrier,11396.39758777757,Medium,High,9.69
V03472,Tanker,14455.875774917044,Low,High,9.83
V03473,Container,22458.185215250265,Medium,Medium,18.72
V03474,Bulk Carrier,8969.572681463393,High,Low,8.25
V03475,Cargo,43726.09065623779,Medium,Low,62.86
V03476,Tanker,35393.10107020113,High,Low,21.71
V03477,Tanker,4717.423639203268,Low,Low,4.34
V03478,Tanker,32679.576331426604,Medium,High,18.52
V03479,Bulk Carrier,32855.995582078205,Low,High,33.51
V03480,Container,47832.94809535957,Medium,Low,45.84
V03481,Container,649.5331321299818,High,High,0.37
V03482,Tanker,12772.656265387457,Medium,Low,9.79
V03483,Cargo,46425.67822907812,Low,Medium,69.64
V03484,Cargo,46640.628812215014,High,Medium,46.64
V03485,Container,36169.027758846554,Medium,Low,34.66
V03486,Cargo,38405.28439185323,Low,High,48.97
V03487,Container,5028.406417517532,Low,Low,5.78
V03488,Tanker,25936.853821522564,Medium,High,14.7
V03489,Container,11963.35806880547,Low,Medium,11.96
V03490,Container,9470.293158874054,High,High,5.37
V03491,Tanker,40610.01330660496,Medium,Low,31.13
V03492,Cargo,7184.387765687097,High,Medium,7.18
V03493,Container,23698.25603132107,Low,Medium,23.7
V03494,Container,46959.622859508636,Low,High,39.92
V03495,Tanker,9698.686750484456,Low,Medium,7.76
V03496,Cargo,48910.674475042615,High,Medium,48.91
V03497,Container,49717.25529517242,Low,High,42.26
V03498,Tanker,28003.049156778943,Medium,Medium,18.67
V03499,Container,8922.065638769316,Medium,Low,8.55
V03500,Bulk Carrier,16147.191953074334,Low,High,16.47
V03501,Tanker,21512.39521748849,Medium,High,12.19
V03502,Cargo,15811.549105732036,High,High,13.44
V03503,Cargo,14391.461203887531,High,High,12.23
V03504,Cargo,48625.3706062097,Low,Low,83.88
V03505,Cargo,8091.558957079409,Medium,High,8.6
V03506,Container,36799.73148148468,Medium,Low,35.27
V03507,Container,520.3093272391561,Low,High,0.44
V03508,Cargo,30011.042135417654,High,High,25.51
V03509,Cargo,45839.17869572559,Low,Medium,68.76
V03510,Cargo,14752.737657614342,Medium,Medium,18.44
V03511,Container,9683.5357752571,Medium,Low,9.28
V03512,Cargo,32758.149846482134,Low,Medium,49.14
V03513,Cargo,35773.76966127046,High,High,30.41
V03514,Bulk Carrier,34557.510688123075,High,Low,31.79
V03515,Bulk Carrier,16306.185561058015,Low,Medium,19.57
V03516,Cargo,12984.018906886879,Medium,High,13.8
V03517,Tanker,47817.98059812119,High,Medium,25.5
V03518,Cargo,46203.32565936151,Low,Medium,69.3
V03519,Bulk Carrier,23137.172189694604,Medium,Medium,23.14
V03520,Tanker,42386.596374641485,High,Medium,22.61
V03521,Tanker,22890.012142897653,High,High,10.38
V03522,Cargo,21507.256394589265,Low,Medium,32.26
V03523,Bulk Carrier,8259.765906165085,Medium,Low,9.5
V03524,Bulk Carrier,21607.099796352653,High,Low,19.88
V03525,Tanker,27102.138460690447,Low,Medium,21.68
V03526,Cargo,1613.96420771998,High,Low,1.86
V03527,Container,22483.593756182618,Medium,Medium,18.74
V03528,Container,39177.13281056241,High,High,22.2
V03529,Bulk Carrier,34162.27979052636,Medium,High,29.04
V03530,Container,31940.270948764784,High,Low,24.49
V03531,Bulk Carrier,45522.99370764152,High,Low,41.88
V03532,Bulk Carrier,1392.5844863488855,Low,Medium,1.67
V03533,Bulk Carrier,28073.855516515592,High,Medium,22.46
V03534,Container,39473.7679962805,Medium,Medium,32.89
V03535,Bulk Carrier,27296.101443712727,Low,High,27.84
V03536,Tanker,16532.82985272877,Medium,Medium,11.02
V03537,Cargo,7244.402972052904,Medium,High,7.7
V03538,Cargo,44434.37205490147,Low,Low,76.65
V03539,Bulk Carrier,23802.738423186347,Medium,High,20.23
V03540,Cargo,43966.702250792216,High,Low,50.56
V03541,Container,29499.68006044183,Low,High,25.07
V03542,Container,33872.509772442536,High,High,19.19
V03543,Cargo,40310.92714173328,High,Medium,40.31
V03544,Container,33128.19945770665,Medium,Low,31.75
V03545,Cargo,20203.714613607415,Medium,High,21.47
V03546,Cargo,25924.852504468225,High,High,22.04
V03547,Cargo,40250.75347145605,Low,Low,69.43
V03548,Bulk Carrier,18995.689670462718,High,High,12.92
V03549,Cargo,19712.012110040607,High,Low,22.67
V03550,Bulk Carrier,5236.660744871057,Medium,Low,6.02
V03551,Cargo,45771.92954347651,Medium,Low,65.8
V03552,Cargo,5006.297589799366,High,High,4.26
V03553,Cargo,32586.354283703517,High,High,27.7
V03554,Container,20953.126700738485,Medium,Medium,17.46
V03555,Bulk Carrier,20578.159817644395,High,Low,18.93
V03556,Bulk Carrier,34137.815910347854,Medium,High,29.02
V03557,Cargo,3821.1397651789966,High,High,3.25
V03558,Cargo,29888.436256096014,Low,Low,51.56
V03559,Container,38715.57340563156,Low,Low,44.52
V03560,Container,41496.531515386414,High,Low,31.81
V03561,Container,8941.254274991878,Medium,Medium,7.45
V03562,Bulk Carrier,44922.242978869595,High,Medium,35.94
V03563,Bulk Carrier,32979.23154644839,High,Medium,26.38
V03564,Bulk Carrier,44151.8126406238,Medium,Low,50.77
V03565,Cargo,24521.395496954814,High,High,20.84
V03566,Bulk Carrier,27330.6505823115,Medium,Low,31.43
V03567,Tanker,45992.394712919224,High,High,20.85
V03568,Tanker,45045.52239605625,Medium,Medium,30.03
